geographicAreaFS,Geographic Area,measuredItemParentFS,Item Parent,measuredItemChildFS,Item Child,timePointYearsSP,Year,Value,Aupus Required
102,"Iran, Islamic Rep of",116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,50,Y
102,"Iran, Islamic Rep of",116,Potatoes,119,Potato Starch [%],2011,2011,50,Y
102,"Iran, Islamic Rep of",116,Potatoes,120,Potato Offals [%],2011,2011,50,Y
102,"Iran, Islamic Rep of",116,Potatoes,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
102,"Iran, Islamic Rep of",165,Molasses,632,Alcohol Non Food Purpose [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",172,Glucose and Dextrose,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",201,Lentils,212,Flour of Pulses [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",201,Lentils,213,Bran of Pulses [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",211,Pulses nes,212,Flour of Pulses [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",211,Pulses nes,213,Bran of Pulses [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",221,Almonds,231,Almonds Shelled [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",222,Walnuts,232,Walnuts Shelled [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",223,Pistachios,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",225,Hazelnuts (Filberts),233,Hazelnuts Shelled [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,50,Y
102,"Iran, Islamic Rep of",490,Oranges,513,Citrusjuice Single-Stren [%],2011,2011,50,Y
102,"Iran, Islamic Rep of",490,Oranges,628,Fruit Pulp for Feed [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",497,Lemons and Limes,753,Essential Oils nes [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,85,Y
102,"Iran, Islamic Rep of",507,Grapefruit and Pomelos,510,Grapefruitjuice Concentr [%],2011,2011,15,Y
102,"Iran, Islamic Rep of",507,Grapefruit and Pomelos,628,Fruit Pulp for Feed [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",512,Citrus Fruit nes,514,Citrusjuice Concentrated [%],2011,2011,10,Y
102,"Iran, Islamic Rep of",512,Citrus Fruit nes,622,Fruit Juice nes [%],2011,2011,90,Y
102,"Iran, Islamic Rep of",515,Apples,519,Applejuice Concentrated [%],2011,2011,64,Y
102,"Iran, Islamic Rep of",515,Apples,626,Homogen.Cooked Fruit Pre [%],2011,2011,5,Y
102,"Iran, Islamic Rep of",515,Apples,628,Fruit Pulp for Feed [%],2011,2011,94,Y
102,"Iran, Islamic Rep of",521,Pears,625,"Fruit,Nut,Peel,Sugar Prs [%]",2011,2011,100,Y
102,"Iran, Islamic Rep of",534,Peaches and Nectarines,623,Fruit Prepared nes [%],2011,2011,100,Y
102,"Iran, Islamic Rep of",867,Beef and Veal,874,Sausages Beef and Veal [%],2011,2011,20,Y
102,"Iran, Islamic Rep of",867,Beef and Veal,875,Beef Preparations [%],2011,2011,80,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",885,"Cream, Fresh [%]",2011,2011,3.7,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",886,Butter of Cow Milk [%],2011,2011,86.5,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",888,Skim Milk of Cows [%],2011,2011,86.5,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",892,Yogurt Concentr.Or Not [%],2011,2011,3.5,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",893,"Butterm,Curdl,Acid.Milk [%]",2011,2011,3.7,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",901,Cheese (Whole Cow Milk) [%],2011,2011,6,Y
102,"Iran, Islamic Rep of",882,"Cow Milk, Whole, Fresh",903,"Whey, Fresh [%]",2011,2011,6,Y
103,Iraq,49,Malt of Barley,51,Beer of Barley [%],2011,2011,0,Y
103,Iraq,882,"Cow Milk, Whole, Fresh",903,"Whey, Fresh [%]",2011,2011,25,Y
103,Iraq,888,Skim Milk of Cows,903,"Whey, Fresh [%]",2011,2011,100,Y
103,Iraq,982,Sheep Milk,903,"Whey, Fresh [%]",2011,2011,45,Y
103,Iraq,1020,Goat Milk,903,"Whey, Fresh [%]",2011,2011,100,Y
104,Ireland,16,Flour of Wheat,22,Pastry [%],2011,2011,0,Y
104,Ireland,16,Flour of Wheat,23,Wheat Starch [%],2011,2011,100,Y
104,Ireland,16,Flour of Wheat,24,Wheat Gluten [%],2011,2011,100,Y
104,Ireland,44,Barley,45,Pot Barley [%],2011,2011,10,Y
104,Ireland,44,Barley,47,Bran of Barley [%],2011,2011,10,Y
104,Ireland,44,Barley,49,Malt of Barley [%],2011,2011,90,Y
104,Ireland,116,Potatoes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
104,Ireland,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,100,Y
104,Ireland,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
104,Ireland,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
104,Ireland,449,Mushrooms,450,Dried Mushrooms [%],2011,2011,80,Y
104,Ireland,449,Mushrooms,451,Canned Mushrooms [%],2011,2011,20,Y
104,Ireland,486,Bananas,517,Ferm. Beverages Exc Wine [%],2011,2011,0,Y
104,Ireland,507,Grapefruit and Pomelos,509,Grapefruitjuice Sing-Str [%],2011,2011,100,Y
104,Ireland,507,Grapefruit and Pomelos,628,Fruit Pulp for Feed [%],2011,2011,100,Y
104,Ireland,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
104,Ireland,515,Apples,518,Applejuice Single Streng [%],2011,2011,0,Y
104,Ireland,515,Apples,519,Applejuice Concentrated [%],2011,2011,0,Y
104,Ireland,515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
104,Ireland,521,Pears,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
104,Ireland,521,Pears,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
104,Ireland,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
104,Ireland,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
104,Ireland,619,Fruit Fresh nes,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
104,Ireland,619,Fruit Fresh nes,622,Fruit Juice nes [%],2011,2011,0,Y
104,Ireland,619,Fruit Fresh nes,628,Fruit Pulp for Feed [%],2011,2011,0,Y
104,Ireland,619,Fruit Fresh nes,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
104,Ireland,871,Cattle Butcher Fat,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
104,Ireland,871,Cattle Butcher Fat,1225,Tallow [%],2011,2011,0,Y
104,Ireland,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,42,Y
104,Ireland,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,58,Y
104,Ireland,1040,Pig Butcher Fat,1043,Lard [%],2011,2011,35,Y
104,Ireland,1040,Pig Butcher Fat,1221,Lard and Stearine Oil [%],2011,2011,65,Y
104,Ireland,1073,Goose Meat,1074,Offals Liver Geese [%],2011,2011,100,Y
104,Ireland,1080,Turkey Meat,1081,Offals Liver Turkeys [%],2011,2011,100,Y
104,Ireland,1166,Meat nes,1167,Offals nes [%],2011,2011,100,Y
105,Israel,16,Flour of Wheat,20,Bread [%],2011,2011,30,Y
105,Israel,16,Flour of Wheat,22,Pastry [%],2011,2011,70,Y
105,Israel,44,Barley,49,Malt of Barley [%],2011,2011,100,Y
105,Israel,101,Canary Seed,111,Flour of Cereals [%],2011,2011,100,Y
105,Israel,101,Canary Seed,112,Bran of Cereals [%],2011,2011,100,Y
105,Israel,108,Cereals nes,111,Flour of Cereals [%],2011,2011,100,Y
105,Israel,108,Cereals nes,112,Bran of Cereals [%],2011,2011,100,Y
105,Israel,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,100,Y
105,Israel,116,Potatoes,120,Potato Offals [%],2011,2011,100,Y
105,Israel,119,Potato Starch,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
105,Israel,164,Sugar Refined,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
105,Israel,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
105,Israel,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
105,Israel,237,Oil of Soya Beans,1242,Margarine + Shortening [%],2011,2011,100,Y
105,Israel,260,Olives,261,Oil of Olive [%],2011,2011,100,Y
105,Israel,260,Olives,273,Olive Residues [%],2011,2011,100,Y
105,Israel,388,Tomatoes,389,Tomatojuice Concentrated [%],2011,2011,5,Y
105,Israel,388,Tomatoes,390,Tomatojuice Single-Stren [%],2011,2011,5,Y
105,Israel,388,Tomatoes,391,Tomato Paste [%],2011,2011,60,Y
105,Israel,388,Tomatoes,392,Peeled Tomatoes [%],2011,2011,30,Y
105,Israel,393,Cauliflower,473,Vegetables Frozen [%],2011,2011,100,Y
105,Israel,446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,70,Y
105,Israel,446,Green Corn (Maize),448,Sweet Corn Prep. or Pres [%],2011,2011,30,Y
105,Israel,463,Vegetables Fresh nes,466,Juice of Vegetables nes [%],2011,2011,25,Y
105,Israel,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,0,Y
105,Israel,463,Vegetables Fresh nes,475,Veg.Prep or Pres.Frozen [%],2011,2011,70,Y
105,Israel,463,Vegetables Fresh nes,476,Homogenized Veget. Prep. [%],2011,2011,5,Y
105,Israel,490,Oranges,491,Oranjuice Single-Strengt [%],2011,2011,69,Y
105,Israel,490,Oranges,492,Oranjuice Concentrated [%],2011,2011,30,Y
105,Israel,490,Oranges,513,Citrusjuice Single-Stren [%],2011,2011,1,Y
105,Israel,495,Tang.Mand.Clement.Satsma,513,Citrusjuice Single-Stren [%],2011,2011,5,Y
105,Israel,495,Tang.Mand.Clement.Satsma,514,Citrusjuice Concentrated [%],2011,2011,5,Y
105,Israel,495,Tang.Mand.Clement.Satsma,622,Fruit Juice nes [%],2011,2011,90,Y
105,Israel,497,Lemons and Limes,498,Lemonjuice Single-Streng [%],2011,2011,100,Y
105,Israel,512,Citrus Fruit nes,514,Citrusjuice Concentrated [%],2011,2011,0,Y
105,Israel,515,Apples,623,Fruit Prepared nes [%],2011,2011,94,Y
105,Israel,560,Grapes,561,Raisins [%],2011,2011,6,Y
105,Israel,560,Grapes,562,Grape Juice [%],2011,2011,8,Y
105,Israel,560,Grapes,563,Must of Grapes [%],2011,2011,86,Y
105,Israel,563,Must of Grapes,564,Wine [%],2011,2011,100,Y
105,Israel,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
105,Israel,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,57,Y
105,Israel,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,3,Y
105,Israel,903,"Whey, Fresh",173,Lactose [%],2011,2011,100,Y
105,Israel,903,"Whey, Fresh",905,Whey Cheese [%],2011,2011,0,Y
106,Italy,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,5,Y
106,Italy,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,95,Y
106,Italy,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,95,Y
106,Italy,32,"Rice, Broken",33,Rice Gluten [%],2011,2011,8,Y
106,Italy,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,8,Y
106,Italy,32,"Rice, Broken",38,Rice Flour [%],2011,2011,38,Y
106,Italy,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,54,Y
106,Italy,32,"Rice, Broken",113,Cereal Prep nes [%],2011,2011,0,Y
106,Italy,32,"Rice, Broken",654,Dregs from Brewing+Dist. [%],2011,2011,54,Y
106,Italy,44,Barley,45,Pot Barley [%],2011,2011,8,Y
106,Italy,44,Barley,47,Bran of Barley [%],2011,2011,8,Y
106,Italy,44,Barley,49,Malt of Barley [%],2011,2011,92,Y
106,Italy,49,Malt of Barley,50,Malt Extracts [%],2011,2011,4,Y
106,Italy,49,Malt of Barley,51,Beer of Barley [%],2011,2011,83.2,Y
106,Italy,49,Malt of Barley,634,Beverages Dist Alcoholic [%],2011,2011,12.8,Y
106,Italy,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,96,Y
106,Italy,56,Maize,57,Germ of Maize [%],2011,2011,92,Y
106,Italy,56,Maize,58,Flour of Maize [%],2011,2011,92,Y
106,Italy,56,Maize,59,Bran of Maize [%],2011,2011,92,Y
106,Italy,56,Maize,113,Cereal Prep nes [%],2011,2011,3,Y
106,Italy,56,Maize,634,Beverages Dist Alcoholic [%],2011,2011,5,Y
106,Italy,56,Maize,654,Dregs from Brewing+Dist. [%],2011,2011,5,Y
106,Italy,116,Potatoes,117,Flour of Potatoes [%],2011,2011,50,Y
106,Italy,116,Potatoes,121,Potato Tapioca [%],2011,2011,50,Y
106,Italy,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,30,Y
106,Italy,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,70,Y
106,Italy,268,Oil of Sunflower Seed,1242,Margarine + Shortening [%],2011,2011,100,Y
106,Italy,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
106,Italy,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
106,Italy,339,Oilseeds nes,341,Cakes of Oilseeds [%],2011,2011,100,Y
106,Italy,495,Tang.Mand.Clement.Satsma,496,Tangerine Juice [%],2011,2011,0,Y
106,Italy,495,Tang.Mand.Clement.Satsma,513,Citrusjuice Single-Stren [%],2011,2011,45,Y
106,Italy,495,Tang.Mand.Clement.Satsma,514,Citrusjuice Concentrated [%],2011,2011,55,Y
106,Italy,512,Citrus Fruit nes,513,Citrusjuice Single-Stren [%],2011,2011,100,Y
106,Italy,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,17,Y
106,Italy,515,Apples,518,Applejuice Single Streng [%],2011,2011,61,Y
106,Italy,515,Apples,519,Applejuice Concentrated [%],2011,2011,22,Y
106,Italy,515,Apples,628,Fruit Pulp for Feed [%],2011,2011,83,Y
106,Italy,521,Pears,625,"Fruit,Nut,Peel,Sugar Prs [%]",2011,2011,100,Y
106,Italy,531,Cherries,626,Homogen.Cooked Fruit Pre [%],2011,2011,100,Y
106,Italy,534,Peaches and Nectarines,620,Fruit Dried nes [%],2011,2011,13,Y
106,Italy,534,Peaches and Nectarines,623,Fruit Prepared nes [%],2011,2011,87,Y
106,Italy,536,Plums,537,"Plums, Dried (Prunes) [%]",2011,2011,100,Y
106,Italy,560,Grapes,563,Must of Grapes [%],2011,2011,0,Y
106,Italy,560,Grapes,564,Wine [%],2011,2011,0,Y
106,Italy,560,Grapes,566,Marc of Grapes [%],2011,2011,0,Y
106,Italy,560,Grapes,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
106,Italy,563,Must of Grapes,562,Grape Juice [%],2011,2011,0,Y
106,Italy,564,Wine,565,Vermouths and Similar [%],2011,2011,18,Y
106,Italy,564,Wine,634,Beverages Dist Alcoholic [%],2011,2011,82,Y
106,Italy,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
106,Italy,574,Pineapples,580,Pineapplejuice Concentr. [%],2011,2011,0,Y
106,Italy,619,Fruit Fresh nes,622,Fruit Juice nes [%],2011,2011,85,Y
106,Italy,619,Fruit Fresh nes,624,Flour of Fruit [%],2011,2011,15,Y
106,Italy,619,Fruit Fresh nes,628,Fruit Pulp for Feed [%],2011,2011,85,Y
106,Italy,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,99.7,Y
106,Italy,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,0.3,Y
106,Italy,664,Cocoa Butter,666,Chocolate Products nes [%],2011,2011,0,Y
106,Italy,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
106,Italy,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,50,Y
106,Italy,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,50,Y
106,Italy,1035,Pigmeat,1038,Pork [%],2011,2011,94,Y
106,Italy,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,3.5,Y
106,Italy,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,94,Y
106,Italy,1035,Pigmeat,1041,Sausages Pig Meat [%],2011,2011,2.5,Y
106,Italy,1038,Pork,1042,Meat Preparations Pigs [%],2011,2011,100,Y
106,Italy,1040,Pig Butcher Fat,1043,Lard [%],2011,2011,96,Y
106,Italy,1040,Pig Butcher Fat,1221,Lard and Stearine Oil [%],2011,2011,4,Y
106,Italy,1062,Hen Eggs,1063,Eggs Liquid Hen [%],2011,2011,70,Y
106,Italy,1062,Hen Eggs,1064,Eggs Dry Whole Yolks Hen [%],2011,2011,30,Y
109,Jamaica,16,Flour of Wheat,20,Bread [%],2011,2011,100,Y
110,Japan,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,2,Y
110,Japan,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,98,Y
110,Japan,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,98,Y
110,Japan,28,"Rice, Husked",29,Milled/Husked Rice [%],2011,2011,0,Y
110,Japan,28,"Rice, Husked",35,Bran of Rice [%],2011,2011,0,Y
110,Japan,31,Milled Paddy Rice,32,"Rice, Broken [%]",2011,2011,100,Y
110,Japan,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,1,Y
110,Japan,32,"Rice, Broken",38,Rice Flour [%],2011,2011,67,Y
110,Japan,32,"Rice, Broken",113,Cereal Prep nes [%],2011,2011,2,Y
110,Japan,32,"Rice, Broken",632,Alcohol Non Food Purpose [%],2011,2011,30,Y
112,Jordan,16,Flour of Wheat,18,Macaroni [%],2011,2011,6,Y
112,Jordan,16,Flour of Wheat,20,Bread [%],2011,2011,1,Y
112,Jordan,16,Flour of Wheat,22,Pastry [%],2011,2011,9,Y
112,Jordan,16,Flour of Wheat,110,Wafers [%],2011,2011,84,Y
112,Jordan,56,Maize,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
112,Jordan,116,Potatoes,121,Potato Tapioca [%],2011,2011,100,Y
112,Jordan,116,Potatoes,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
112,Jordan,257,Oil of Palm,1243,Fat Preparations nes [%],2011,2011,10,Y
112,Jordan,257,Oil of Palm,1275,Oils Hydrogenated [%],2011,2011,90,Y
112,Jordan,463,Vegetables Fresh nes,469,Vegetables Dehydrated [%],2011,2011,15,Y
112,Jordan,463,Vegetables Fresh nes,472,Vegetables Prepared nes [%],2011,2011,85,Y
112,Jordan,495,Tang.Mand.Clement.Satsma,622,Fruit Juice nes [%],2011,2011,100,Y
112,Jordan,497,Lemons and Limes,622,Fruit Juice nes [%],2011,2011,100,Y
112,Jordan,560,Grapes,561,Raisins [%],2011,2011,0,Y
112,Jordan,560,Grapes,563,Must of Grapes [%],2011,2011,5,Y
112,Jordan,560,Grapes,564,Wine [%],2011,2011,95,Y
112,Jordan,560,Grapes,566,Marc of Grapes [%],2011,2011,100,Y
112,Jordan,566,Marc of Grapes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
112,Jordan,619,Fruit Fresh nes,622,Fruit Juice nes [%],2011,2011,100,Y
112,Jordan,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,20,Y
112,Jordan,919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,80,Y
112,Jordan,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,10,Y
112,Jordan,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,90,Y
112,Jordan,996,Skin Wet-Salted Sheep,997,Skin Dry-Salted Sheep [%],2011,2011,100,Y
108,Kazakhstan,24,Wheat Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
108,Kazakhstan,32,"Rice, Broken",33,Rice Gluten [%],2011,2011,10,Y
108,Kazakhstan,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,10,Y
108,Kazakhstan,32,"Rice, Broken",38,Rice Flour [%],2011,2011,90,Y
108,Kazakhstan,268,Oil of Sunflower Seed,1242,Margarine + Shortening [%],2011,2011,100,Y
108,Kazakhstan,270,Rapeseed,271,Oil of Rapeseed [%],2011,2011,100,Y
108,Kazakhstan,270,Rapeseed,272,Cake of Rapeseed [%],2011,2011,100,Y
108,Kazakhstan,280,Safflower Seed,281,Oil of Safflower [%],2011,2011,100,Y
108,Kazakhstan,449,Mushrooms,450,Dried Mushrooms [%],2011,2011,100,Y
108,Kazakhstan,512,Citrus Fruit nes,513,Citrusjuice Single-Stren [%],2011,2011,100,Y
108,Kazakhstan,661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
108,Kazakhstan,661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
108,Kazakhstan,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,80,Y
108,Kazakhstan,919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,20,Y
108,Kazakhstan,976,Sheep,977,Mutton and Lamb [%],2011,2011,100,Y
108,Kazakhstan,1020,Goat Milk,1021,Cheese of Goat Milk [%],2011,2011,100,Y
108,Kazakhstan,1038,Pork,1041,Sausages Pig Meat [%],2011,2011,70,Y
108,Kazakhstan,1038,Pork,1042,Meat Preparations Pigs [%],2011,2011,30,Y
114,Kenya,16,Flour of Wheat,18,Macaroni [%],2011,2011,16,Y
114,Kenya,16,Flour of Wheat,20,Bread [%],2011,2011,44,Y
114,Kenya,16,Flour of Wheat,22,Pastry [%],2011,2011,33,Y
114,Kenya,16,Flour of Wheat,23,Wheat Starch [%],2011,2011,7,Y
114,Kenya,16,Flour of Wheat,24,Wheat Gluten [%],2011,2011,7,Y
114,Kenya,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,97,Y
114,Kenya,58,Flour of Maize,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
114,Kenya,79,Millet,654,Dregs from Brewing+Dist. [%],2011,2011,25,Y
114,Kenya,83,Sorghum,654,Dregs from Brewing+Dist. [%],2011,2011,30,Y
114,Kenya,116,Potatoes,117,Flour of Potatoes [%],2011,2011,70,Y
114,Kenya,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,20,Y
114,Kenya,116,Potatoes,119,Potato Starch [%],2011,2011,10,Y
114,Kenya,116,Potatoes,120,Potato Offals [%],2011,2011,20,Y
114,Kenya,125,Cassava,127,Cassava Tapioca [%],2011,2011,1,Y
114,Kenya,125,Cassava,128,Cassava Dried [%],2011,2011,98,Y
114,Kenya,165,Molasses,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
114,Kenya,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,93,Y
114,Kenya,257,Oil of Palm,1275,Oils Hydrogenated [%],2011,2011,7,Y
114,Kenya,489,Plantains,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
114,Kenya,571,Mangoes,622,Fruit Juice nes [%],2011,2011,100,Y
114,Kenya,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,50,Y
114,Kenya,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,50,Y
114,Kenya,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,79,Y
114,Kenya,1035,Pigmeat,1042,Meat Preparations Pigs [%],2011,2011,1,Y
116,"Korea, Dem People's Rep",116,Potatoes,119,Potato Starch [%],2011,2011,100,Y
116,"Korea, Dem People's Rep",116,Potatoes,634,Beverages Dist Alcoholic [%],2011,2011,0,Y
116,"Korea, Dem People's Rep",1068,Ducks,1069,Duck Meat [%],2011,2011,100,Y
116,"Korea, Dem People's Rep",1068,Ducks,1070,Indigenous Duck Meat [%],2011,2011,100,Y
116,"Korea, Dem People's Rep",1068,Ducks,1071,Biological Duck Meat [%],2011,2011,100,Y
117,"Korea, Republic of",164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,0,Y
117,"Korea, Republic of",497,Lemons and Limes,498,Lemonjuice Single-Streng [%],2011,2011,100,Y
117,"Korea, Republic of",497,Lemons and Limes,628,Fruit Pulp for Feed [%],2011,2011,100,Y
117,"Korea, Republic of",515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
117,"Korea, Republic of",521,Pears,623,Fruit Prepared nes [%],2011,2011,20,Y
117,"Korea, Republic of",521,Pears,625,"Fruit,Nut,Peel,Sugar Prs [%]",2011,2011,60,Y
117,"Korea, Republic of",521,Pears,626,Homogen.Cooked Fruit Pre [%],2011,2011,20,Y
117,"Korea, Republic of",619,Fruit Fresh nes,517,Ferm. Beverages Exc Wine [%],2011,2011,90,Y
117,"Korea, Republic of",619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,10,Y
117,"Korea, Republic of",619,Fruit Fresh nes,622,Fruit Juice nes [%],2011,2011,0,Y
117,"Korea, Republic of",656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,20,Y
117,"Korea, Republic of",656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,80,Y
118,Kuwait,56,Maize,58,Flour of Maize [%],2011,2011,100,Y
118,Kuwait,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
113,Kyrgyzstan,31,Milled Paddy Rice,41,Breakfast Cereals [%],2011,2011,100,Y
113,Kyrgyzstan,44,Barley,49,Malt of Barley [%],2011,2011,100,Y
113,Kyrgyzstan,49,Malt of Barley,51,Beer of Barley [%],2011,2011,100,Y
113,Kyrgyzstan,56,Maize,58,Flour of Maize [%],2011,2011,100,Y
113,Kyrgyzstan,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
113,Kyrgyzstan,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,20,Y
113,Kyrgyzstan,116,Potatoes,119,Potato Starch [%],2011,2011,80,Y
113,Kyrgyzstan,116,Potatoes,120,Potato Offals [%],2011,2011,20,Y
113,Kyrgyzstan,119,Potato Starch,172,Glucose and Dextrose [%],2011,2011,100,Y
113,Kyrgyzstan,221,Almonds,231,Almonds Shelled [%],2011,2011,100,Y
113,Kyrgyzstan,222,Walnuts,232,Walnuts Shelled [%],2011,2011,100,Y
113,Kyrgyzstan,225,Hazelnuts (Filberts),233,Hazelnuts Shelled [%],2011,2011,100,Y
113,Kyrgyzstan,234,Nuts nes,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
113,Kyrgyzstan,526,Apricots,527,Dry Apricots [%],2011,2011,100,Y
113,Kyrgyzstan,564,Wine,565,Vermouths and Similar [%],2011,2011,100,Y
113,Kyrgyzstan,868,"Offals of Cattle, Edible",878,Liver Preparations [%],2011,2011,50,Y
113,Kyrgyzstan,868,"Offals of Cattle, Edible",1164,"Meat, Dried, nes [%]",2011,2011,50,Y
